doi,authors
10.2307/1311949,"['Robert Costanza', 'Lisa Wainger', 'Carl Folke']"
10.1177/0739456x0202100301,"['David E. Booher', 'Judith E. Innes']"
10.2139/ssrn.1537822,"['Andrea Brandolini', 'Silvia Magri', 'Timothy M. Smeeding']"
10.1080/095023800334986,['Heidi Rimke']
10.1017/s0034670500007439,['Éric Voegelin']
10.1086/657241,['Sally Engle Merry']
10.1080/1354570042000217702,['Margaret K. Nelson']
10.1136/bmj.309.6967.1470,"['Andy Sloggett', 'Heather Joshi']"
10.1177/1356766706056633,['Ying Fan']
10.1111/j.1467-8624.1995.tb00926.x,"['Kerry E. Bolger', 'Charlotte J. Patterson', 'W. Thompson', 'Janis B. Kupersmidt']"
10.1177/0022022102033003003,['Li Jin']
10.1080/14649880600768538,['Sylvia Chant']
10.21564/2414-990x.149.200724,['Богдан Миколайович Головкін']
10.1002/(sici)1099-1328(199603)8:2<289::aid-jid368>3.0.co;2-2,['Richard Montgomery']
10.1080/13563460600991002,['Andrew Rosser']
10.18778/1899-2226.15.30,['Julita Sokołowska']
10.1111/j.1467-985x.2005.00361.x,"['Michael A. Shields', 'Stephen Wheatley Price']"
10.1057/s41290-022-00170-5,['Franz Erhard']
10.1146/annurev.anthro.35.081705.123308,"['Paige West', 'James Igoe', 'Dan Brockington']"
10.1017/s0009640719001811,['Liam Peter Temple']
10.1080/0972639x.2012.11886650,['Mutendwahothe Walter Lumadi']
10.1017/s0022278x00023636,['Colin Leys']
10.2307/2657255,"['John Mirowsky', 'Catherine E. Ross']"
10.2105/ajph.2007.130336,"['Julia A. Dilley', 'Katrina Wynkoop Simmons', 'Michael J. Boysun', 'Barbara Pizacani', 'Mike J. Stark']"
10.1016/s2468-2667(21)00211-5,"['Zhicheng Wang', 'Yang Ge', 'Yan Guo']"
10.1525/sop.2010.53.4.551,['Karen Pyke']
10.1080/09687590050058189,"['John Swain', 'Sally French']"
10.1146/annurev-environ-110615-090052,"['Julian Agyeman', 'David Schlosberg', 'Luke Craven', 'Caitlin Matthews']"
10.1111/j.1471-6402.1992.tb00242.x,"['Dana Crowley Jack', 'Diana L. Dill']"
10.1080/0042098022000011344,['Neil Wrigley']
10.1080/02680930500132346,['David Gillborn']
10.21013/jmss.v14.n2sp.p5,"['Arabinda Narayan Chowdhury', 'Arabinda Brahma']"
10.1177/146499340901000402,"['Brigit Obrist', 'Constanze Pfeiffer', 'Robert Henley']"
10.1111/1468-0351.00016,['Branko Milanović']
10.1140/epjst/e2012-01703-3,"['Michael Batty', 'Kay W. Axhausen', 'Fosca Giannotti', 'Alexei Pozdnoukhov', 'Armando Bazzani', 'Mónica Wachowicz', 'Georgios K. Ouzounis', 'Y. Portugali']"
10.5604/01.3001.0010.8049,['Phan Thị Tuyết Vân']
10.1108/14684520110410517,['Rowena Cullen']
10.1111/dpr.12739,['David Victor Ogunkan']
10.1159/000286078,['J.J. Groen']
10.1080/03056241003637870,['Peter Alexander']
10.2307/3323831,"['Erol Ricketts', 'Isabel V. Sawhill']"
10.1146/annurev.so.16.080190.000435,"['Ann R. Tickamyer', 'Cynthia M. Duncan']"
10.1068/d9109,['Kathleen Stewart']
10.1017/s1355617798466037,"['Paul W. Burgess', 'Nick Alderman', 'Jonathan J. Evans', 'Hazel Emslie', 'Barbara A. Wilson']"
10.1001/archpedi.152.11.1119,"['Glenn Flores', 'Milagros Abreu', 'Mary Anne Olivar', 'Beth Kastner']"
10.5901/mjss.2013.v4n8p99,['Omeje Hyginus Osita']
10.1186/2192-0567-2-15,['Sunday O. Oyedepo']
10.20473/ijph.v12i2.2017.154-166,"['Greisca Rosa Shafira', 'Oedojo Soedirham']"
10.1191/0309132504ph516oa,['Anthony Bebbington']
10.1080/14649880600768512,['Nancy Folbre']
10.1111/1467-9523.00156,"['J.D. van der Ploeg', 'H. Renting', 'Gianluca Brunori', 'Karlheinz Knickel', 'Joe Mannion', 'Terry Marsden', 'Kees De Roest', 'Eduardo Sevilla‐Guzmán', 'Flaminia Ventura']"
10.1086/208861,['Dorothy Leonard‐Barton']
10.1108/14676370710817174,['Fumiyo Kagawa']
10.1177/14034948020300031201,['Nina Wallerstein']
10.1002/csr.49,['Uwem E. Ite']
10.1177/00187267035611002,"['Elizabeth A. Deitch', 'Adam Barsky', 'Rebecca M. Butz', 'Suzanne Chan‐Serafin', 'Arthur P. Brief', 'Jill C. Bradley']"
10.1111/1365-2664.12550,"['Allyson Quinlan', 'Marta Berbés‐Blázquez', 'L. Jamila Haider', 'Garry Peterson']"
10.1177/0022427805280068,"['Jón Gunnar Bernburg', 'Marvin D. Krohn', 'Craig Rivera']"
10.24297/ijct.v11i5.1142,['Renata Paola Dameri']
10.1177/0967010609357042,['Mark Duffield']
10.2307/2938384,"['Alejandro Portes', 'Richard Schauffler']"
10.3233/jvr-150744,"['Shannon McLain', 'Malana Walus']"
10.1002/hbm.23273,"['Yinan Wang', 'Lin Zhang', 'Xiangzhen Kong', 'Ying‐yi Hong', 'Bobby K. Cheon', 'Jia Liu']"
10.1007/s12310-021-09410-4,"['Dora Bianchi', 'Elisa Cavicchiolo', 'Fabio Lucidi', 'Sara Manganelli', 'Laura Girelli', 'Andrea Chirico', 'Fabio Alivernini']"
10.2147/prbm.s349907,"['Bin Liu', 'Shuangle Fu']"
10.1080/10796120220120340,"['Sandra Adler Lent', 'Josefina Figueira‐McDonough']"
10.3390/ijerph17176277,"['Satomi Doi', 'Aya Isumi', 'Takeo Fujiwara']"
10.1037//0012-1649.33.6.1000,"['Gene H. Brody', 'Douglas L. Flor']"
10.2307/2953351,['P. Donovan']
10.1080/01419870.1996.9993923,"['Alejandro Portes', 'Dag MacLeod']"
10.1080/1533256x.2020.1838860,"['Kyunghee Lee', 'Bridget Clancy']"
10.1177/1365480211419587,['Keith J. Topping']
10.1037/h0095005,"['Pamela N. Prince', 'Christopher R. Prince']"
10.1177/0044118x17721803,['Gia Elise Barboza']
10.3200/gntp.166.2.171-188,['Daniel T. L. Shek']
10.1111/j.1749-8198.2011.00468.x,['Jutta Gutberlet']
10.1177/0095798499025002005,['C. André Mizell']
10.1080/09540120412331291724,"['Joel Stein', 'Mary Jane Rotheram‐Borus', 'Dallas Swendeman', 'Norweeta G. Milburn']"
10.1111/phn.12147,"['Ka Yan Ho', 'William Li', 'Sophia Siu Chee Chan']"
10.1016/j.socscimed.2019.04.033,"['Greig Inglis', 'Fiona McHardy', 'Edward Sosu', 'John McAteer', 'Hannah Biggs']"
10.1177/0272431603023002003,"['Edward Seidman', 'Laura Lambert', 'LaRue Allen', 'J. Lawrence Aber']"
10.1002/yd.23319863006,['Ellen L. Bassuk']
10.1177/0898010104272023,"['DeAnne K. Hilfinger Messias', 'Margaret K. De Jong', 'Kerry McLoughlin']"
10.1002/pits.1042,"['Kristi Carter Guest', 'Fred J. Biasini']"
10.1179/030701381806931541,['Gordon M. Messing']
10.2307/2295273,"['Robert T. Carter', 'Janet E. Helms']"
10.14453/aabfj.v13i2.8,['Shikha Kapoor']
10.1186/s12888-018-1818-4,"['Laura Asher', 'Charlotte Hanlon', 'Rahel Birhane', 'Alehegn Habtamu', 'Julian Eaton', 'Helen A. Weiss', 'Vikram Patel', 'Abebaw Fekadu', 'Mary De Silva']"
10.1080/02791072.1990.10472546,"['Harvey Weiner', 'Mark C. Wallen', 'Gloria Lord Zankowski']"
10.1300/j293v09n01_12,"['Harriette Pipes McAdoo', 'Vanella Crawford']"
10.2307/352259,"['Cynthia Robbins', 'Howard B. Kaplan', 'Steven S. Martin']"
10.17730/humo.73.3.f43k115544761g0v,['Vinay R. Kamat']
10.1186/2050-2974-2-1,"['Eric M Stephen', 'Jennifer Rose', 'Lindsay Kenney', 'Francine Rosselli-Navarra', 'Ruth Striegel Weissman']"
10.1177/1948550612469819,"['Jochen E. Gebauer', 'Andreas D. Nehrlich', 'Constantine Sedikides', 'Wiebke Neberich']"
10.1371/journal.pone.0164790,"['Leyla Ismayilova', 'Eleni Gaveras', 'Austin W. Blum', 'Alexice Tô-Camier', 'Rachel Nanema']"
10.1080/21642850.2016.1276459,"['Lorraine Sherr', 'Ana Macedo', 'Lucie Cluver', 'Franziska Meinck', 'Sarah Skeen', 'Imca S. Hensels', 'L. T. S. Sherr', 'Kathryn J. Roberts', 'Mark Tomlinson']"
10.1017/s0144686x15000665,"['Javier Olivera', 'Isabelle Tournier']"
10.4103/0973-1229.36546,"['GlennD Reeder', 'JohnB Pryor']"
10.1086/449282,['David C. Anderson']
10.1086/673089,['Allison McKim']
10.1177/003172171009200119,"['Paul Black', 'Dylan Wiliam']"
10.1111/j.1759-5436.1999.mp30002005.x,['Mick Moore']
10.1111/j.1467-9701.2004.00589.x,['Rolf J. Langhammer']
10.1080/00336297.1997.10484222,"['Thomas J. Martinek', 'Donald R. Hellison']"
10.31436/ijes.v9i4.378,"['Azam Othman', 'Hairuddin Mohd Ali', 'Suhailah Hussien', 'Moha Asri Abdullah', 'Norbaiduri Ruslan', 'Merah Souad']"
10.1111/psj.12001,"['Max Rose', 'Frank R. Baumgartner']"
10.1542/peds.2006-2775,"['Donald B. Bailey', 'Lauren Nelson', 'Kathy Hebbeler', 'Donna Spiker']"
10.1080/13540602.2014.937960,['Liesel Ebersöhn']
10.5860/choice.43-1202,"['Andrei Shleifer', 'Daniel Treisman']"
10.26817/16925777.286,['Lee M.F.']
10.1080/01436597.2011.604520,"['Nora Groce', 'Maria Kett', 'Raymond Lang', 'Jean‐Francois Trani']"
10.1093/oxfordjournals.jpart.a037114,['Terry L. Cooper']
10.1002/polq.12303,['Brandon Van Dyck']
10.1111/j.1728-4465.2000.00274.x,['Jeremy Shiffman']
10.5860/choice.50-6142,['Gordon Conway']
10.1080/02681102.1998.9525287,"['Daniel A. Morales-Gómez', 'Martha Melesse']"
10.1177/003172170608800206,"['Jack Jennings', 'Diane Stark Rentner']"
10.1080/02601370.2016.1164468,"['Julia Ann McWilliams', 'Sally Wesley Bonet']"
10.1080/01596306.2013.871447,"['Tebeje Molla', 'Trevor Gale']"
10.2307/2669310,"['James L. Gibson', 'Amanda Gouws']"
10.15353/cjds.v4i2.213,"['Katherine Runswick‐Cole', 'Dan Goodley']"
10.1111/j.1467-7679.2005.00285.x,"['Bernhard G. Gunter', 'Marc J. Cohen', 'Hans Löfgren']"
10.1108/09578231211264685,"['Raymona King Bevel', 'Roxanne M. Mitchell']"
10.1080/00049182.2014.929998,"['Jeff Neilson', 'Felicity Shonk']"
10.2307/2137414,['Daniel Goodkind']
10.4103/0973-1229.40567,"['AjaiR Singh', 'ShakuntalaA Singh']"
10.1080/13607863.2020.1725740,"['André Hajek', 'Hans‐Helmut König']"
10.1177/1478210316641567,"['Tebeje Molla', 'Denise Cuthbert']"
10.15700/saje.v30n2a337,"['Miemsie G. Steyn', 'Jo Badenhorst', 'Gerrit Kamper']"
10.1080/01436597.2011.543808,"['Nana K. Poku', 'Jim Whitman']"
10.1017/s1930297500007208,"['Matthew Lindauer', 'Marcus Mayorga', 'Joshua D. Greene', 'Paul Slovic', 'Daniel Västfjäll', 'Peter Singer']"
10.2307/2617619,['Terence J. Byres']
10.1177/0010414087020002001,['Scott Mainwaring']
10.2307/524994,"['Peter B. Warren', 'Arne Bigsten', 'Steve Kayizzi‐Mugerwa']"
10.1080/03075079.2010.531461,"['Monica McLean', 'Melanie Walker']"
10.1093/medlaw/fwu020,['Amanda Cahill']
10.1080/17441692.2014.880501,"['Sophia A. Hussen', 'Mulugeta Tsegaye', 'Meron Gurji Argaw', 'Karen L. Andes', 'Danielle Gilliard', 'Carlos del Rı́o']"
10.1177/1070496512442505,['Sonia Akter']
10.1111/j.1468-246x.2010.01360.x,['Anna McCord']
10.1080/03066150903143012,['Thembela Kepe']
10.1002/ijop.12798,"['Stacey E. McElroy‐Heltzel', 'Laura Shannonhouse', 'Edward B. Davis', 'Austin W. Lemke', 'Mary Chase Mize', 'Jamie D. Aten', 'Matthew C. Fullen', 'Joshua N. Hook', 'Daryl R. Van Tongeren', 'Don E. Davis', 'Constantinos Miskis']"
10.1093/rsq/hdp043,['Dawn Chatty']
10.1086/669123,"['Daniel Hammett', 'Lynn A. Staeheli']"
10.1080/21528586.2004.10419104,['Michael Burawoy']
10.1177/0042085914528720,"['Gilberto Q. Conchas', 'Alex R. Lin', 'Leticia Oseguera', 'Sean J. Drake']"
10.1080/02673843.2013.833957,"['Judith Bessant', 'Rob Watts']"
10.2307/368112,['David Cressy']
10.1215/22011919-3616452,['Eileen Crist']
10.1177/1468018104047490,"['Teófilo Altamirano', 'James Copestake', 'Adolfo Figueroa', 'Katie Wright-Revolledo']"
10.1111/rode.12833,"['Hai‐Anh Dang', 'Peter Lanjouw', 'Elise Vrijburg']"
10.1177/0044118x17694968,"['Sunny Harris Rome', 'Miriam S. Raskin']"
10.1177/003172170108200907,"['Brian M. Stecher', 'George W. Bohrnstedt', 'Michael W. Kirst', 'Joan McRobbie', 'Trish Williams']"
10.31234/osf.io/5wjuv,"['Matthew Lindauer', 'Marcus Mayorga', 'Joshua D. Greene', 'Paul Slovic', 'Daniel Västfjäll', 'Peter N. Singer']"
10.4324/9781849771702-10,"['Rachel Hinton', 'Leslie Groves']"
10.1080/00036840500392078,['Axel Dreher']
10.1093/wber/10.1.1,"['Martin Ravallion', 'Gaurav Datt']"
10.5860/choice.44-0343,[]
10.1177/0002716213508068,['Roger Southall']
10.1111/j.1467-8306.2006.00493.x,['Richard Peet']
10.1080/08870446.2011.626856,"['Laurel M. Peterson', 'Marie Helweg‐Larsen', 'Kevin G. Volpp', 'Stephen E. Kimmel']"
10.1177/0011128720977445,"['Claudia N. Anderson', 'Joshua C. Cochran', 'Elisa L. Toman']"
10.1080/00330124.2011.586878,['James D. Sidaway']
10.1016/j.jbusres.2020.12.019,"['Shikha Upadhyaya', 'Christopher P. Blocker', 'H. Rika Houston', 'Marjorie R. Sims']"
10.1177/089124249901300402,['Keith R. Ihlanfeldt']
10.4102/ids.v56i1.2845,['Collium Banda']
10.1177/002190960203700203,"['Raghav Gaiha', 'Vani S. Kulkarni']"
10.1056/nejm199712253372606,"['John Lynch', 'George A. Kaplan', 'Sarah J. Shema']"
10.1111/1467-7679.00209,"['Frederick Golooba Mutebi', 'Simon Stone', 'Neil Thin']"
10.1257/089533003772034925,"['Alan B. Krueger', 'Jitka Malečková']"
10.1111/1467-9604.12324,"['Sue Ellis', 'Adele Rowe']"
10.1080/10095020.2020.1730711,['T. Woldai']
10.1002/jae.712,['Gordon Anderson']
10.1080/21622671.2017.1318714,['Andrew Brooks']
10.2307/800470,"['Janet G. Hunt', 'Larry L. Hunt']"
10.1177/002070209705200201,['Lloyd Axworthy']
10.1111/1467-923x.12320,"['Jürgen De Wispelaere', 'Lindsay Stirton']"
10.1080/14747731.2016.1216820,['Rasmus Karlsson']
10.3390/en16186698,"['Erick Jones', 'Ariadna Reyes']"
10.1177/0021909610364774,"['Gerrit Kamper', 'Jo Badenhorst']"
10.1111/j.1468-2346.2007.00679.x,"['Nana K. Poku', 'Neil Renwick', 'João Gomes Porto']"
10.1257/aer.20162015,"['Alberto Alesina', 'Stefanie Stantcheva', 'Edoardo Teso']"
10.1111/j.1467-9701.2006.00758.x,['Elizabeth Asiedu']
10.1002/(sici)1099-1328(199709)9:6<783::aid-jid388>3.0.co;2-4,['George Irvin']
10.1177/030981680809400115,['Mike Davis']
10.1108/jd-03-2016-0035,['Angela Pollak']
10.52324/001c.8429,['Robert Gibbs']
10.1186/1472-698x-14-25,"['David Ayuku', 'Lonnie Embleton', 'Julius Koech', 'Lukoye Atwoli', 'Liangyuan Hu', 'Samuel Ayaya', 'Joseph W. Hogan', 'Winstone Nyandiko', 'Rachel C. Vreeman', 'Allan Kamanda', 'Paula Braitstein']"
10.1111/j.1471-0366.2009.00206.x,['Matteo Rizzo']
10.25159/2412-4265/257,['Komi Ahiatroga Hiagbe']
10.1177/0169796x14536971,['Efem N. Ubi']
10.22004/ag.econ.58582,"['Anwar Naseem', 'Steven Were Omamo', 'David J. Spielman']"
10.1037/0022-0167.52.2.126,['Joseph G. Ponterotto']
10.1111/j.1536-7150.1990.tb02275.x,"['Nahid Aslanbeigui', 'Adele Wick']"
10.1017/s1355770x12000162,"['Haripriya Gundimeda', 'Priya Shyamsundar']"
10.1007/s11482-018-9649-5,"['Suzanne M. Skevington', 'Richard Emsley', 'Svenja Dehner', 'Ian Walker', 'Stuart E. Reynolds']"
10.1177/0022022117740224,['Nandita Chaudhary']
10.2307/2151485,['Robert Haveman']
10.5860/choice.38-6141,['Peter S. Wenz']
10.1353/jod.2002.0026,"['Steven Levitsky', 'Lucan A. Way']"
10.5897/ajpsir.9000069,['Aremu Johnson Olaosebikan']
10.1080/01436590120084610,['Jeffrey James']
10.1080/01459740.2016.1239620,['Yuyang Mei']
10.2139/ssrn.1544283,"['John Gledhill', 'Maria Gabriela Hita']"
10.1080/00220388.2018.1554212,"['Simon Manda', 'Anne Tallontire', 'Andrew J. Dougill']"
10.1257/jel.20171456,['Ian Coxhead']
10.1080/01436597.2013.785343,['Mary Mostafanezhad']
10.1142/s011611059000001x,['Shahid Javed Burki']
10.2307/3550191,['Richard Simeon']
10.1111/j.1467-8268.2008.00174.x,"['Machiko Nissanke', 'Erik Thorbecke']"
10.1080/13569783.2016.1263557,['Selina Busby']
10.1136/bmj.314.7080.591,['Richard G. Wilkinson']
10.3406/tiers.1992.4689,"['Dominique Tabutin', 'Évelyne Thiltgès']"
10.1207/s15327930pje8003_4,"['Susanna Loeb', 'Linda Darling‐Hammond', 'John Luczak']"
10.33225/pec/20.78.263,"['Altayra Geraldine Ozuna Beltrán', 'Marco Alberto Núñez Ramírez', 'Imelda Lorena Vázquez Jiménez', 'Cecilia Lorena Velarde Flores']"
10.1080/03066150.2011.559005,"['Saturnino M. Borras', 'Ruth Hall', 'Ian Scoones', 'Ben White', 'Wendy Wolford']"
10.1080/01419870.1992.9993740,['Herbert J. Gans']
10.1001/jama.279.21.1703,"['Paula M. Lantz', 'James S. House', 'James M. Lepkowski', 'David R. Williams', 'Richard P. Mero', 'Jieming Chen']"
10.1080/03085147.2022.2131278,"['Mary Lawhon', 'Tyler McCreary']"
10.2307/2600457,['Yosef Lapid']
10.1080/02732173.1988.9981864,['Richard A. Couto']
10.1080/01612840.2017.1292571,"['Rose McMaster', 'Violeta López', 'Rachel Kornhaber', 'Michelle Cleary']"
10.1353/nas.2004.0006,"['Helmut Kloos', 'Damen Haile Mariam']"
10.2190/kffc-wnr1-fpub-7p86,['Robert Sass']
10.1055/s-0041-1732001,"['André Hajek', 'HH König']"
10.3126/jfl.v14i1.23159,['Rajan Prasad Paudel']
10.1056/nejmsa073350,['Steven A. Schroeder']
10.1136/bmjopen-2019-035645,"['Anita Arora', 'Erica S. Spatz', 'Jeph Herrin', 'Carley Riley', 'Brita Roy', 'Elizabeth Y. Rula', 'Kenneth P. Kell', 'Harlan M. Krumholz']"
10.1080/0023656x.2016.1242716,['Maria Enrica Virgillito']
10.1016/s2589-7500(20)30134-5,"['Thomas M Drake', 'Annemarie B Docherty', 'Thomas G. Weiser', 'Steven Yule', 'Aziz Sheikh', 'Ewen M. Harrison']"
10.1080/0966813042000258051,"['James R. Kluegel', 'David S. Mason']"
10.4018/ijcewm.20210101.oa2,"['Tosin Kolajo Gbadegesin', 'Olawale Emmanuel Olayide']"
10.2202/1935-1690.1761,"['Elizabeth M. Caucutt', 'Krishna B. Kumar']"
10.7196/samj.2019.v109i12.14203,"['Anna Coutsoudis', 'David Sanders', 'Muhammad A. Dhansay', 'Martha E. van Stuijvenberg', 'C.S. Benn']"
10.1080/01436597.2013.800750,"['Roger Mac Ginty', 'Oliver P. Richmond']"
10.1126/science.1228160,"['Frank Tanser', 'Till Bärnighausen', 'Erofili Grapsa', 'Jaffer Zaidi', 'Marie‐Louise Newell']"
10.1142/s0116110590000070,['Sukhamoy Chakravarty']
10.1111/j.1468-2435.2012.00755.x,['Hein de Haas']
10.1097/00001888-199908000-00028,['J.P. Van Niekerk']
10.1111/j.1467-8624.1994.tb00750.x,"['Aletha C. Huston', 'Vonnie C. McLoyd', 'Cynthia García Coll']"
10.1080/14616742.2013.790656,['shine choi']
10.1093/geronb/58.3.s160,['Neal Krause']
10.3102/0013189x019001003,['Larry Cuban']
10.1002/sd.281,['Michael Redclift']
10.18865/ed.31.3.425,"['Erica Payton', 'Rashida R. Brown', 'Kunga Denzongpa', 'Sandra E. Echeverría']"
10.13001/jwcs.v2i2.6095,['Emma Vossen']
10.1192/s1749367600007219,"['Frank Njenga', 'Pius Kigamwa']"
10.1111/0022-3816.00033,"['James H. Kuklinski', 'Paul J. Quirk', 'Jennifer Jerit', 'David Schwieder', 'Robert F. Rich']"
10.1080/17439760600619609,['Salvatore R. Maddi']
10.2139/ssrn.3025023,['Елена Гришина']
10.11144/javeriana.upsy18-3.vrer,"['Giovanni Maria Vecchio', 'Barbara Barcaccia', 'Paolo Raciti', 'Paloma Vivaldi Vera', 'Michela Milioni']"
10.1001/archpsyc.61.11.1126,"['Erik J. Giltay', 'Johanna M. Geleijnse', 'Frans G. Zitman', 'Tiny Hoekstra', 'Evert G. Schouten']"
10.71164/socialmedicine.v3i1.2008.193,['Alison Katz']
10.1097/01.aids.0000300530.67107.45,"['Stuart Gillespie', 'Robert Greener', 'Alan Whiteside', 'James Whitworth']"
10.1111/j.1741-3737.2005.00218.x,"['Christina Gibson‐Davis', 'Kathryn Edin', 'Sara McLanahan']"
10.2167/cit303,"['Stephanie Chok', 'Jim Macbeth', 'C. F. S. Warren']"
10.2307/20031748,"['Robert Legvold', 'Andrei Shleifer']"
10.1111/1468-4446.13144,['Edith England']
10.1355/ae26-2b,['Anita Doraisami']
10.1080/0159630930130203,['Stephen J. Ball']
10.17763/haer.79.2.nu3436017730384w,['Jeffrey M. R. Duncan‐Andrade']
10.1080/014177899339351,['Heidi Safia Mirza']
10.1017/s1930297500007749,"['Sondre S. Nero', 'Lawton K. Swan', 'John R. Chambers', 'Martin Heesacker']"
10.1177/0011392104045375,['Abebe Zegeye']
10.3126/jfl.v5i1.1975,"['Krishna Paudel', 'Balkrishna Kattel']"
10.1097/00005053-198302000-00002,['Tsung-Yi Lin']
10.21037/apm-20-580,"['Lin Liu', 'Kenneth Lo', 'Cheng Huang', 'Yingqing Feng', 'Ying-ling Zhou', 'Yuqing Huang']"
10.1257/0895330053147895,"['Eric V. Edmonds', 'Nina Pavcnik']"
10.1525/cmr.2014.56.3.118,"['Alnoor Ebrahim', 'V. Kasturi Rangan']"
10.2307/2967371,"['Herbert J. Walberg', 'Deborah Meier']"
10.1515/stcb-2016-0010,"['Radek Tahal', 'Zuzana Chytková', 'Marek Novinský']"
10.1001/archderm.1995.01690210091015,['Norma Saxe']
10.1001/jama.279.18.1458,"['Jerry Avorn', 'Johanne Monette', 'Anne Sophie Lacour', 'Rhonda L. Bohn', 'Mark Monane', 'Helen Mogun', 'Jacques LeLorier']"
10.5354/0718-0527.2012.22305,['Marcelo Arnold Cathalifaud']
10.1353/jod.2019.0008,"['Scott Mainwaring', 'Fernando Bizzarro']"
10.1111/j.1467-8624.1994.tb00770.x,"['Gene H. Brody', 'Zolinda Stoneman', 'Douglas L. Flor', 'Chris McCrary', 'Lorraine Hastings', 'Olive Conyers']"
10.1016/s0140-6736(20)31911-5,"['Karen Sliwa', 'Magdi Yacoub']"
10.1162/003465304323031049,"['Roland G. Fryer', 'Steven D. Levitt']"
10.1093/bjc/azm072,['John Pratt']
10.2307/142794,"['Lakshman Yapa', 'Charles K. Wilber']"
10.1215/00182168-7787522,['Karin Alejandra Rosemblatt']
10.1111/1467-8330.00249,['Neil Smith']
10.1080/13504630.2020.1814724,['Goolam Vahed']
10.1177/0958928711418856,['Béa Cantillon']
10.31649/ins.2023.1.64.71,"['Віктор Козюк', 'Alla Kremez']"
10.3798/tia.1937-0237.13019,['Richard Gilman-Opalsky']
10.1108/jeee-07-2023-0262,"['Amber Sajjad', 'Amina Talat']"
10.5860/choice.192369,[]
10.21776/ub.waskita.2018.002.01.6,['Rendy Adiwilaga']
10.2139/ssrn.871833,"['David E. Sahn', 'Stephen D. Younger']"
10.2139/ssrn.1974060,"['Gerard George', 'Reddi Kotha', 'Priti Parikh', 'Tufool Alnuaimi', 'A.S. Bahaj']"
10.1093/oxfordjournals.bjc.a046783,['Nils Christie']
10.1111/j.1467-7660.2004.00350.x,['Jean‐Philippe Platteau']
10.47577/sustainability.v4i.10233,"['Ștefania-Rodica Hübel', 'Mari-Isabella Stan', 'Tănase Tasențe']"
10.1111/padr.12114,"['Jenny Trinitapoli', 'Sara Yeatman']"
10.21793/koreall.2025.129.139,['Jee-one Shin']
10.4102/ve.v22i1.626,['P.G.J. Meiring']
10.2202/1547-7355.1189,['Mark H. Waugh']
10.1162/jeea.2008.6.2-3.295,"['Luigi Guiso', 'Paola Sapienza', 'Luigi Zingales']"
10.5465/ambpp.2013.12129abstract,"['Gerard George', 'Reddi Kotha', 'Priti Parikh', 'Tufool Alnuaimi', 'A.S. Bahaj']"
10.1111/gequ.10175,['Katra Byram']
10.1086/229654,['Jonathan K. Crane']
10.1215/08992363-8-2-303,['Teresa Caldeira']
10.1080/00213624.1999.11506206,['Mikel Gómez Uranga']
10.1093/geroni/igab046.3104,"['Ying Ma', 'Patrick W. L. Leung']"
10.1177/1077800414530265,"['Eve Tuck', 'K. Wayne Yang']"
10.1038/s41591-021-01454-y,"['Julio S. Solís Arce', 'Shana S. Warren', 'Niccoló Meriggi', 'Alexandra Scacco', 'Nina McMurry', 'Maarten Voors', 'Georgiy Syunyaev', 'Amyn A. Malik', 'Samya Aboutajdine', 'Opeyemi S. Adeojo', 'Deborah Anigo', 'Alex Armand', 'Saher Asad', 'Martin Atyera', 'Britta Augsburg', 'Manisha Awasthi', 'Gloria Eden Ayesiga', 'Antonella Bancalari', 'Martina Björkman Nyqvist', 'Ekaterina Borisova', 'Constantin Manuel Bosancianu', 'Magarita Rosa Cabra García', 'Ali Cheema', 'Elliott Collins', 'Filippo Cuccaro', 'Ahsan Zia Farooqi', 'Tatheer Fatima', 'Mattia Fracchia', 'Mery Len Galindo Soria', 'Andrea Guariso', 'Ali Hasanain', 'Sofía Jaramillo', 'Sellu Kallon', 'Anthony Kamwesigye', 'Arjun Kharel', 'Sarah Kreps', 'Madison Levine', 'Rebecca Littman', 'Mohammad Bilal Malik', 'Gisele Manirabaruta', 'Jean Léodomir Habarimana Mfura', 'Fatoma Momoh', 'Alberto Mucauque', 'Imamo Mussa', 'Jean Aime Nsabimana', 'Isaac Obara', 'María Juliana Otálora', 'Béchir Wendemi Ouédraogo', 'Touba Bakary Pare', 'Melina Platas', 'Laura Polanco', 'Javaeria A. Qureshi', 'Mariam Raheem', 'Vasudha Ramakrishna', 'Ismail Rendrá', 'Taimur T. Shah', 'Sarene Eyla Shaked', 'Jacob N. Shapiro', 'Jakob Svensson', 'Ahsan Tariq', 'Achille Mignondo Tchibozo', 'Hamid Ali Tiwana', 'Bhartendu Trivedi', 'Corey Vernot', 'Pedro C. Vicente', 'Laurin B. Weissinger', 'Basit Zafar', 'Baobao Zhang', 'Dean Karlan', 'Michael Callen', 'Matthieu Teachout', 'Macartan Humphreys', 'Ahmed Mushfiq Mobarak', 'Saad B. Omer']"
